title,mp3_url,archive_url,synopsis,broadcast_date,physical_format,duration,digital_format,ownership,language,program_sponsor,broadcast_datetime,broadcast_year,broadcast_month,broadcast_monthday,has_mp3_url
"Discussing the book ""The Experience of Place"" with author Tony Hiss",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F40042.mp3,/programs/discussing-book-experience-place-author-tony-hiss,,"Aug. 29, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 55 seconds",WAV,The Chicago History Museum,English,,1990-08-29,1990.0,8.0,29.0,True
"Discussing the book ""Not All Of Us Are Saints: A Doctor's Journey with the Poor""  with the author Dr. David Hilfiker",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F36502.mp3,/programs/discussing-book-not-all-us-are-saints-doctors-journey-poor-author-dr-david-hilfiker,,"Aug. 29, 1994",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 32 seconds",WAV,The Chicago History Museum,English,,1994-08-29,1994.0,8.0,29.0,True
Interview with Andy Bey,,/programs/interview-andy-bey,Interviewing jazz singer Andy Bey.,"Aug. 29, 1997",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"59 minutes, 41 seconds",WAV,The Chicago History Museum,English,,1997-08-29,1997.0,8.0,29.0,False
"Discussing humor and interviewing Dennis Altman, Marty Cohen, George McElroy and Jane Stedman ; part 1",,/programs/discussing-humor-and-interviewing-dennis-altman-marty-cohen-george-mcelroy-and-jane,,"Aug. 30, 1962",3 sound tape reels (ca. 90 min.) : 7 in.,"39 minutes, 18 seconds",WAV,The Chicago History Museum,English,,1962-08-30,1962.0,8.0,30.0,False
Interviewing Esau Jenkins,https://wfmt-studs-terkel.s3.amazonaws.com/published/40458.mp3,/programs/interviewing-esau-jenkins,,"Aug. 30, 1964",1 sound tape reel (ca. 60 min.) : 7 in.,"26 minutes, 15 seconds",WAV,The Chicago History Museum,English,,1964-08-30,1964.0,8.0,30.0,True
"Roger Wilkins discusses his book ""A Man's Life""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F56029.mp3,/programs/roger-wilkins-discusses-his-book-mans-life,"Discussing the book ""A man's life"" with the author Roger Wilkins.
","Aug. 30, 1982",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"55 minutes, 9 seconds",WAV,The Chicago History Museum,English,,1982-08-30,1982.0,8.0,30.0,True
"Discussing the book ""Gaining Ground: The Renewal of America's Small Farms"" with the author and journalist J. Tevere MacFadyen",,/programs/discussing-book-gaining-ground-renewal-americas-small-farms-author-and-journalist-j-tevere,,"Aug. 30, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"56 minutes, 14 seconds",WAV,The Chicago History Museum,English,,1984-08-30,1984.0,8.0,30.0,False
Presenting the Emerson String Quartet recorded at Ravinia's Murray Theater,https://wfmt-studs-terkel.s3.amazonaws.com/published/58049.mp3,/programs/presenting-emerson-string-quartet-recorded-ravinias-murray-theater,"The Emerson String Quartet's members are Eugene Drucker (violin), Lawrence Dutton (viola), David Finckel (violoncello) and Philip Setzer (violin).","Aug. 30, 1989",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"33 minutes, 26 seconds",WAV,The Chicago History Museum,English,,1989-08-30,1989.0,8.0,30.0,True
Discussing tuba playing and tuba building with Sam Pilafian and Gerhard Meinl,,/programs/discussing-tuba-playing-and-tuba-building-sam-pilafian-and-gerhard-meinl,,"Aug. 30, 1991",1 sound tape reel (ca. 50.30 min.) : 10 1/2 in.,"51 minutes, 30 seconds",WAV,The Chicago History Museum,English,,1991-08-30,1991.0,8.0,30.0,False
"Discussing the book ""Odilon Redon: Prince of Dreams, 1840-1916""  with author and curator Douglas W. Druick",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F46330.mp3,/programs/discussing-book-odilon-redon-prince-dreams-1840-1916-author-and-curator-douglas-w-druick,,"Aug. 30, 1994",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"47 minutes, 26 seconds",WAV,The Chicago History Museum,English,,1994-08-30,1994.0,8.0,30.0,True
"Discussing the book ""Odilon Redon: Prince of Dreams, 1840-1916""  with Douglas W. Druick",,/programs/discussing-book-odilon-redon-prince-dreams-1840-1916-douglas-w-druick,"Discussing the book ""Odilon Redon: Prince of Dreams, 1840-1916"" (published by Harry N. Abrams, Inc.) with author and curator Douglas W. Druick.","Aug. 30, 1994",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 1 second",WAV,The Chicago History Museum,English,,1994-08-30,1994.0,8.0,30.0,False
Lord Richard Buckley in conversation with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/15449.mp3,/programs/lord-richard-buckley-conversation-studs-terkel-0,,"Aug. 31, 1960",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"32 minutes, 53 seconds",WAV,The Chicago History Museum,English,,1960-08-31,1960.0,8.0,31.0,True
Stephen T. Sohmer talks with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/12569.mp3,/programs/stephen-t-sohmer-talks-studs-terkel,"Stephen T. Sohmer discusses his first novel, ""The Way It Was,"" a cynical commentary on his generation's struggle to develop stable relationships. In the context of stoic upper-middle-class conservatism, the novel chronicles how discontent can brew into rage beneath the veneer of social expectation.","Aug. 31, 1966",1 sound tape reel (ca. 55.40 min.) : 10 1/2 in.,"56 minutes, 5 seconds",WAV,The Chicago History Museum,English,,1966-08-31,1966.0,8.0,31.0,True
Terkel comments and presents musical performance of Charlie Byrd,https://s3.amazonaws.com/wfmt-studs-terkel/published/18674.mp3,/programs/terkel-comments-and-presents-musical-performance-charlie-byrd,Presenting music performance with Charlie Byrd.,"Aug. 31, 1977",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"24 minutes, 36 seconds",WAV,The Chicago History Museum,English,,1977-08-31,1977.0,8.0,31.0,True
Win Stracke discusses folk music,,/programs/win-stracke-discusses-folk-music,Interviewing folk singer Win Stracke.,"Aug. 31, 1977",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 2 seconds",WAV,The Chicago History Museum,English,,1977-08-31,1977.0,8.0,31.0,False
Frederik Pohl in conversation with Studs Terkel,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F39383.mp3,/programs/frederik-pohl-conversation-studs-terkel,,"Aug. 31, 1978",1 sound tape reel (ca. 54.27 min.) : 10 1/2 in.,"58 minutes, 58 seconds",WAV,The Chicago History Museum,English,,1978-08-31,1978.0,8.0,31.0,True
Presenting music by jazz musicians Jimmy McPartland and Bud Freeman,,/programs/presenting-music-jazz-musicians-jimmy-mcpartland-and-bud-freeman,Terkel comments and presents a musical performance by Jimmy McPartland and Bud Freeman,"Aug. 31, 1982",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1982-08-31,1982.0,8.0,31.0,False
"Interview with Mike Barnett, Charlotte Daniels and Pat Webb",,/programs/interview-mike-barnett-charlotte-daniels-and-pat-webb,"Interviewing folk singers Mike Barnett, Charlotte Daniels and Pat Webb.","Sep. 1, 1964",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,1 second,WAV,The Chicago History Museum,English,,1964-09-01,1964.0,9.0,1.0,False
Studs Terkel interviews writer Tom Wolfe ; part 3,https://s3.amazonaws.com/wfmt-studs-terkel/published/13112.mp3,/programs/studs-terkel-interviews-writer-tom-wolfe-part-3,"Studs Terkel and Tom Wolfe discuss Wolfe's recent work.

At the time of the interview, Wolfe had recently released ""The Electric Kool-Aid Acid Test"", his chronicle of Ken Kesey and his colleagues, and a collection of articles, ""The Pump House Gang"".","Sep. 1, 1968","1 sound tape reel (ca. 60 min.) : 10 1/2 in., 2 sound tape reels (ca. 60 min.) : 7 in.","8 minutes, 17 seconds",WAV,The Chicago History Museum,English,,1968-09-01,1968.0,9.0,1.0,True
Studs Terkel interviews writer Tom Wolfe ; part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/13110.mp3,/programs/studs-terkel-interviews-writer-tom-wolfe-part-1,"Studs Terkel and Tom Wolfe discuss Wolfe's recent work.

At the time of the interview, Wolfe had recently released ""The Electric Kool-Aid Acid Test"", his chronicle of Ken Kesey and his colleagues, and a collection of articles, ""The Pump House Gang"".","Sep. 1, 1968","1 sound tape reel (ca. 60 min.) : 10 1/2 in., 2 sound tape reels (ca. 60 min.) : 7 in.",1 second,WAV,The Chicago History Museum,English,,1968-09-01,1968.0,9.0,1.0,True
Studs Terkel  interviews writer Tom Wolfe ; part 2,https://s3.amazonaws.com/wfmt-studs-terkel/published/13109.mp3,/programs/studs-terkel-interviews-writer-tom-wolfe-part-2,"Studs Terkel and Tom Wolfe discuss Wolfe's recent work.

At the time of the interview, Wolfe had recently released ""The Electric Kool-Aid Acid Test"", his chronicle of Ken Kesey and his colleagues, and a collection of articles, ""The Pump House Gang"".","Sep. 1, 1968","1 sound tape reel (ca. 60 min.) : 10 1/2 in., 2 sound tape reels (ca. 60 min.) : 7 in.","36 minutes, 26 seconds",WAV,The Chicago History Museum,English,,1968-09-01,1968.0,9.0,1.0,True
Patrick Zimmerman discusses education ; part 2,,/programs/patrick-zimmerman-discusses-education-part-2,,"Sep. 1, 1970",2 sound tape reels (ca. 120 min.) :: 10 1/2 in.,"57 minutes, 24 seconds",WAV,The Chicago History Museum,English,,1970-09-01,1970.0,9.0,1.0,False
Patrick Zimmerman discusses education ; part 1,,/programs/patrick-zimmerman-discusses-education-part-1,,"Sep. 1, 1970",2 sound tape reels (ca. 120 min.) :: 10 1/2 in.,1 second,WAV,The Chicago History Museum,English,,1970-09-01,1970.0,9.0,1.0,False
"Arnold Wesker and Doris Lessing discuss the poor, literature, and theater among other topics in England ; part 1",https://s3.amazonaws.com/wfmt-studs-terkel/published/14902.mp3,/programs/arnold-wesker-and-doris-lessing-discuss-poor-literature-and-theater-among-other-topics,"Arnold Wesker and Doris Lessing discuss the poor, theater, and literature in England. They also discuss art, life, values, race relations, and what people from other countries have in common . The interview takes place in England.","Sep. 1, 1970",1 empty box for sound tape reel (ca: 10 1/2 in.,"30 minutes, 56 seconds",WAV,The Chicago History Museum,English,,1970-09-01,1970.0,9.0,1.0,True
"Renault Robinson and Dick Simpson talk about ""Chicago: An Agenda for Change"" ; part 2",https://s3.amazonaws.com/wfmt-studs-terkel/published/12110.mp3,/programs/renault-robinson-and-dick-simpson-talk-about-chicago-agenda-change-part-2,,"Sep. 1, 1974",1 sound tape reel (ca. 58.10 min.) : 10 1/2 in.,"58 minutes, 37 seconds",WAV,The Chicago History Museum,English,,1974-09-01,1974.0,9.0,1.0,True
Discussing civil liberties in Chile,https://s3.amazonaws.com/wfmt-studs-terkel/published/10443.mp3,/programs/discussing-civil-liberties-chile,"Discussing civil liberties in Chile with Isabel Letelier and Michael Moffitt, the authors of a report for the Institute for Policy Studies: ""Human Rights, Economic Aid, and Private Banks: The Case of Chile.""","Sep. 1, 1978",1 sound tape reel (ca. 57.48 min.) : 10 1/2 in. Copy-T2799.14.,"57 minutes, 47 seconds",WAV,The Chicago History Museum,English,,1978-09-01,1978.0,9.0,1.0,True
"Discussing the book ""The eagle forgotten: the life of John Peter Altgeld""",,/programs/discussing-book-eagle-forgotten-life-john-peter-altgeld,"Discussing the book ""The eagle forgotten: the life of John Peter Altgeld"" with the author Harry Barnard.
","Sep. 1, 1981",1 sound tape reel (ca. 53.45 min.) : 10 1/2 in.,"53 minutes, 46 seconds",WAV,The Chicago History Museum,English,,1981-09-01,1981.0,9.0,1.0,False
"Discussing ""Galina: A Russian Story"" and with the author, singer Galina Vishnevskaia, and interpreter and editor Jackie Dechter ; part 2",,/programs/discussing-galina-russian-story-and-author-singer-galina-vishnevskaia-and-interpreter-0,,"Sep. 1, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,36 minutes,WAV,The Chicago History Museum,English,,1984-09-01,1984.0,9.0,1.0,False
"Discussing ""Galina: A Russian Story"" and with the author, singer Galina Vishnevskaia, and interpreter and editor Jackie Dechter ; part 1",,/programs/discussing-galina-russian-story-and-author-singer-galina-vishnevskaia-and-interpreter-and,,"Sep. 1, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 34 seconds",WAV,The Chicago History Museum,English,,1984-09-01,1984.0,9.0,1.0,False
"Interviewing Wagenbach editor and Green Party member, Thomas Schmid",,/programs/interviewing-wagenbach-editor-and-green-party-member-thomas-schmid,,"Sep. 1, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"1 hour, 7 minutes, 7 seconds",WAV,The Chicago History Museum,English,,1986-09-01,1986.0,9.0,1.0,False
Interviewing in West Germany with Greens Party spokesperson Otto Schily,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F34936.mp3,/programs/interviewing-west-germany-greens-party-spokesperson-otto-schily,,"Sep. 1, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"59 minutes, 37 seconds",WAV,The Chicago History Museum,English,,1986-09-01,1986.0,9.0,1.0,True
Connie Kolb and Ursula Bender discuss life in Germany,https://s3.amazonaws.com/wfmt-studs-terkel/published/10144.mp3,/programs/connie-kolb-and-ursula-bender-discuss-life-germany,"Connie Kolb and Ursula Bender discuss life in Germany, specifically Berlin. Connie Kolb discusses her life struggles, lack of confidence, and her work in journalism.","Sep. 1, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"41 minutes, 1 second",WAV,The Chicago History Museum,English,,1986-09-01,1986.0,9.0,1.0,True
Interviewing in West Germany with veterinarian and Nazi resistor Maria Grafin von Maltzan,,/programs/interviewing-west-germany-veterinarian-and-nazi-resistor-maria-grafin-von-maltzan,,"Sep. 1, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 35 seconds",WAV,The Chicago History Museum,English,,1986-09-01,1986.0,9.0,1.0,False
"Discussing the book ""The Wall Jumper: A Novel""with Peter Schneider",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F34960.mp3,/programs/discussing-book-wall-jumper-novelwith-peter-schneider,,"Sep. 1, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"59 minutes, 36 seconds",WAV,The Chicago History Museum,English,,1986-09-01,1986.0,9.0,1.0,True
Jonathan Kwitny in conversation with Studs Terkel,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F32637.mp3,/programs/jonathan-kwitny-conversation-studs-terkel,"Discussing the book ""The Crimes of Patriots: A True Tale of Dope, Dirty Money, and the CIA"" (published by Norton) with the author, investigative journalist Jonathan Kwitny.","Sep. 1, 1987",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"43 minutes, 1 second",WAV,The Chicago History Museum,English,,1987-09-01,1987.0,9.0,1.0,True
Queen Ida discusses Zydeco,,/programs/queen-ida-discusses-zydeco,"Interviewing Zydeco composer, singer and accordionist Queen Ida. Songs played include ""Chere Duloone,"" ""Willie on the Washboard,"" ""Cotton Eyed Joe,"" ""Every Now and Then,"" ""Passe la Porte,"" ""La Louisianne,"" ""Celimene,"" and ""La Femme du Doigt.""","Sep. 1, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 8 seconds",WAV,The Chicago History Museum,English,,1988-09-01,1988.0,9.0,1.0,False
"Program recorded on location at Chicago Filmmakers, discussing the documentary film ""The Panama Deception,"" with filmmaker Barbara Trent",,/programs/program-recorded-location-chicago-filmmakers-discussing-documentary-film-panama-deception,,"Sep. 1, 1992",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 24 seconds",,The Chicago History Museum,English,,1992-09-01,1992.0,9.0,1.0,False
Interview with Debra Evenson and Gisela Lopez,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F55489.mp3,/programs/interview-debra-evenson-and-gisela-lopez,,"Sep. 1, 1994",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"49 minutes, 30 seconds",,Chicago History Museum,,,1994-09-01,1994.0,9.0,1.0,True
